statenum,year,popul,lpc_viol,lpc_prop,lpc_murd,efamurd,efaviol,efaprop,xxprison,xxpolice,xxunemp,xxincome,xxpover,xxafdc15,xxgunlaw,xxbeer
47,85,5715,1.0790581,3.5493109,-2.6469619,.0020127001,.021816101,.087374099,.63637429,.82663429,.055830002,9.9849701,10,8637.2168,0,22.4
47,86,5812,1.114092,3.5662899,-2.649087,.0032573,.033829302,.13137271,.71794653,.84120512,.050080001,10.03191,9.6999998,8322.2227,0,23.4
47,87,5932,1.076913,3.596555,-2.6081841,.0098764002,.064869396,.2207468,.76939738,.85014498,.042330001,10.05443,9.8999996,7740.8618,0,23.5
47,88,6037,1.089126,3.6509659,-2.557194,.021413799,.1129267,.3499347,.77926612,.89722961,.039080001,10.07846,10.8,7461.0811,1,23.299999
47,89,6120,1.135872,3.659687,-2.545531,.047001299,.1888302,.52724159,.83599401,.94293278,.039170001,10.09796,10.9,7461.7852,1,23.6
47,90,6207,1.251358,3.7079611,-2.432647,.099349402,.30061021,.75452203,.97794521,.94550049,.042750001,10.08653,11.1,6873.458,1,24
47,91,6288,1.3166111,3.745455,-2.378211,.1834946,.44396481,1.008719,1.031826,.94734842,.057999998,10.07138,9.8999996,6498.98,1,23
47,92,6394,1.3188111,3.666945,-2.428061,.30246341,.61209112,1.275641,1.139943,.97436762,.064000003,10.08065,9.3999996,6133.96,1,22.5
47,93,6491,1.3142819,3.6225419,-2.488456,.4535352,.79602933,1.530458,1.188638,.78619409,.050000001,10.08279,9.6999998,5878.436,1,22.200001
47,94,6552,1.274546,3.6081879,-2.440136,.62505841,.99073172,1.765624,1.249081,1.032048,.048999999,10.10628,10.7,5438.4302,1,21.700001
47,95,6601.3901,1.2874759,3.593708,-2.574446,.81878692,1.1969759,1.990144,1.414881,1.047362,.045000002,10.15624,10.2,5001.9902,1,20.700001
47,96,6665.4902,1.229027,3.592407,-2.590091,1.018697,1.401963,2.1872461,1.434513,1.010784,.044,10.17183,12.3,4809.7031,1,20.6
47,97,6734,1.2390929,3.564147,-2.624609,1.222478,1.606316,2.36356,1.422863,1.025841,.039999999,10.17056,12.7,4670.2998,1,20.5
48,85,4400,1.449962,4.1134748,-2.9469421,.017580301,.098038003,.31190789,.4512105,.73683798,.081419997,9.9784212,12,10176.03,1,21.5
48,86,4453,1.477093,4.167767,-2.9941621,.0395579,.1682238,.48447749,.4526667,.77010822,.081919998,10.02256,12.9,9368.4443,1,21.799999
48,87,4532,1.481815,4.1875758,-2.8737409,.084322304,.2734544,.71317983,.39394611,.78450942,.075999998,10.02458,10,10090.77,1,21.9
48,88,4640,1.535337,4.1921601,-2.8665209,.15804259,.4114064,.97606611,.30219451,.79919147,.061749998,10.02647,8.6999998,9846.8926,1,21.700001
48,89,4746,1.5544339,4.1176419,-3.1227231,.26903361,.58273721,1.267886,.2258984,.80689907,.061749998,10.06093,9.6000004,9024.4629,1,21.9
48,90,4897,1.60637,4.0405798,-3.024107,.41363919,.77091497,1.549109,.37826899,.7957384,.048749998,10.07228,8.8999996,8627.6211,1,22.4
48,91,5016,1.654042,4.0576439,-3.16853,.58920717,.99001628,1.852219,.49019361,.77571571,.063000001,10.0758,9.5,8529.9121,1,21.6
48,92,5143,1.674875,4.030798,-2.9924321,.79037797,1.223188,2.147337,.6017766,.79458249,.075000003,10.10119,11,9185.0498,1,22.1
48,93,5255,1.638137,3.9959481,-2.964817,1.008736,1.467851,2.4194989,.66084009,.79991639,.075000003,10.09348,12.1,9068.7432,1,21
48,94,5343,1.631722,4.0102859,-2.8999629,1.24831,1.722857,2.6733551,.68445098,.79526752,.064000003,10.10793,11.7,8781.0752,1,20.9
48,95,5431.02,1.577441,4.0579429,-2.9831121,1.503919,1.985831,2.909014,.70680982,.7968781,.064000003,10.14427,12.5,8531.4316,1,20.4
48,96,5509.96,1.46552,4.0075412,-3.07305,1.753088,2.227072,3.0981841,.75956678,.8053661,.064999998,10.17437,11.9,7373.4648,1,20.1
48,97,5610,1.483224,4.0047112,-3.1475091,2.0002489,2.451437,3.2464609,.8213284,.82332212,.048,10.18379,9.1999998,7763.875,1,20
49,85,1907,.52198488,3.053323,-3.2628269,.000045600002,.00059299998,.0026487999,-.1996915,.56934887,.13075,9.6517162,22.299999,5857.4229,0,19.700001
49,86,1882,.51697028,3.088552,-2.8038919,.0001255,.0016541,.0074438001,-.1003043,.5598405,.11842,9.6880007,22.4,5611.5562,0,19.6
49,87,1858,.33793199,3.042855,-3.0054669,.00038889999,.0038912001,.015949,-.245713,.55946398,.10792,9.6830807,21.6,7234.02,0,19.9
49,88,1830,.30232841,3.077111,-2.9794719,.000734,.0069943001,.0272326,-.24862701,.58121687,.10033,9.7083006,17.9,6463.3779,0,20.1
49,89,1807,.41043341,3.125653,-2.7036331,.001448,.0112883,.041278102,-.1615551,.60524118,.086170003,9.7247725,15.7,7071.1162,1,20.200001
49,90,1795,.52553582,3.1492059,-2.8677881,.0034991,.019850399,.065368302,-.098191999,.59678501,.08292,9.7483778,18.1,6121.6729,1,21.700001
49,91,1799,.64824051,3.2088871,-2.7854559,.0075873001,.034711301,.1038536,-.0739794,.58188879,.105,9.7575083,17.9,5923.5498,1,21.5
49,92,1809,.75087363,3.178952,-2.7555971,.0155692,.057441499,.1574478,-.0055741998,.71839547,.113,9.7847652,22.299999,6006.832,1,21
49,93,1820,.73432082,3.145951,-2.67031,.0310854,.090631999,.2260492,.12750161,.73191059,.108,9.794651,22.200001,5671.6572,1,21.6
49,94,1822,.76895899,3.1409681,-2.91257,.055880401,.1327047,.3020241,.1272618,.69479418,.089000002,9.8301058,18.6,4695.6211,1,21.5
49,95,1820.5601,.74684888,3.116693,-3.0182631,.090756796,.1822457,.38248131,.2467915,.72952461,.079000004,9.8342695,16.700001,4254.0288,1,20.9
49,96,1818.98,.74615258,3.1276569,-3.2719259,.1338772,.2361346,.46168301,.3215369,.75694859,.075000003,9.8451862,18.5,3771.4851,1,21
49,97,1816,.78238171,3.1137111,-3.186903,.1835907,.2967737,.54532123,.4147768,.78826678,.068999998,9.8371267,16.4,3652.415,1,21
50,85,4748,.73278898,3.645833,-3.560204,.0014765,.0155396,.060942098,.049031399,.94287682,.072080001,9.8943863,11.6,10573.14,0,32.099998
50,86,4756,.95335799,3.6538529,-3.4632161,.0022028999,.022567,.086730003,.1277491,.958278,.070500001,9.9329729,10.7,11651.11,0,32.700001
50,87,4778,.9220506,3.6746039,-3.3478129,.0084426999,.0487382,.1576595,.18403719,.97975111,.061080001,9.9412937,9,12624.98,0,31.5
50,88,4822,.76996231,3.6338079,-3.511131,.0161504,.080371201,.2422325,.24852,.98440701,.042920001,9.9472141,7.8000002,13273.78,0,31
50,89,4857,.80226839,3.6763921,-3.317692,.036272101,.13368531,.36061999,.2713213,.98442608,.043749999,9.9652624,8.3999996,11251.28,0,30.200001
50,90,4903,.97109407,3.718678,-3.081502,.075321399,.20778529,.50274348,.33281839,.97556531,.04383,9.9693375,9.3000002,9952.1924,0,30.5
50,91,4947,1.020292,3.736639,-3.0300729,.13242351,.29831991,.65586728,.41675469,.9645077,.054000001,9.9605207,9.8999996,10154.66,0,29
50,92,4993,1.017066,3.702446,-3.1312971,.20905951,.39915279,.8112551,.45213211,1.0294321,.050999999,9.9926596,10.8,10043.17,0,28.1
50,93,5038,.97233248,3.634861,-3.122087,.3035835,.51240331,.96555603,.47040409,1.072162,.046999998,9.9995327,12.6,9423.2217,0,28.299999
50,94,5082,.99518847,3.6038201,-3.10851,.40650219,.63432473,1.114681,.51383817,1.044718,.046999998,10.03168,9,8754.5459,0,28.299999
50,95,5137,1.030689,3.582073,-3.155154,.52676809,.76201212,1.25348,.6790778,1.08041,.037,10.07112,8.5,8554.8057,0,28
50,96,5173.8301,.92433202,3.5720999,-3.233248,.65008432,.89274567,1.381525,.77935451,1.086535,.035,10.09,8.8000002,7881.98,0,27.6
50,97,5170,.99532712,3.528435,-3.227618,.77860999,1.0214911,1.492936,.91004223,1.098968,.037,10.09384,8.1999998,8422.5078,0,28.6
51,85,500,.96088159,3.6444049,-3.1235659,.0004554,.0049763001,.020042,.36023289,1.247942,.07158,9.9106588,12,7445.876,0,26
51,86,496,1.097267,3.7267129,-2.9107389,.00079389999,.0083074002,.0324426,.4213385,1.280934,.091499999,9.8742666,14.6,6990.667,0,24.5
51,87,477,1.067382,3.6507399,-3.8649311,.0023940001,.015941299,.0549476,.55151862,1.203771,.087080002,9.8398495,10.8,7234.02,0,24.5
51,88,465,1.157084,3.610976,-3.657131,.0049295998,.027066899,.085569203,.65249991,1.226054,.063000001,9.8706474,9.6000004,6983.918,0,23.6
51,89,458,.98545831,3.6284659,-3.0823469,.0114252,.046781499,.13203239,.70914751,1.234471,.062749997,9.892477,10.9,6016.3091,0,23
51,90,454,1.102277,3.665029,-3.027055,.0230671,.071549498,.1823412,.80655378,1.268852,.05308,9.9393129,11,5835.2778,0,25.1
51,91,458,1.1364599,3.7127199,-3.418819,.044017199,.1096235,.2519933,.89401811,1.296476,.050999999,9.9784079,9.8999996,6431.2832,0,24.700001
51,92,465,1.163823,3.752964,-3.3088241,.072859697,.1518888,.32167909,.87528682,1.410028,.056000002,9.9793291,10.3,6197.5249,0,24.700001
51,93,470,1.051417,3.6575971,-3.3801439,.110826,.2008304,.39219111,.82681298,1.391121,.054000001,9.9951229,13.3,6262.4541,0,24.299999
51,94,476,1.002391,3.693177,-3.3928289,.15642039,.2536737,.45873639,.87546867,1.272625,.052999999,10.00381,9.3000002,6420,1,25
51,95,478.44699,.93606073,3.7084961,-3.86796,.2077004,.3065275,.51342231,.93872619,1.218572,.048,10.00949,12.2,6123.9321,1,23.6
51,96,480.08499,.91694659,3.691875,-3.4013741,.26025349,.35878029,.56241792,1.077247,1.233125,.050000001,10.01677,11.9,5657.228,1,24.6
51,97,480,.93690997,3.6701109,-3.3405731,.31392539,.40946019,.60497409,1.127859,1.3320791,.050999999,10.02561,13.5,6286.9429,1,24.6
