statenum,year,popul,lpc_viol,lpc_prop,lpc_murd,efamurd,efaviol,efaprop,xxprison,xxpolice,xxunemp,xxincome,xxpover,xxafdc15,xxgunlaw,xxbeer
32,97,1730,2.143935,4.103178,-2.558037,.93628007,1.1770999,1.628726,1.018416,.9306345,.061999999,9.8642597,21.200001,4071.5439,0,27
33,85,17792,2.2294061,3.8408029,-2.358171,.041388098,.2213857,.68736792,.62364501,1.240598,.065420002,10.09599,15.8,13204.02,0,20.799999
33,86,17833,2.284935,3.863982,-2.2355189,.093757398,.37861541,1.054872,.6624133,1.27133,.062579997,10.14669,13.2,13696,0,20.299999
33,87,17869,2.308171,3.898365,-2.181952,.2018505,.61995101,1.551331,.768282,1.317894,.048579998,10.16804,14.3,12532.82,0,20.9
33,88,17941,2.393044,3.9511499,-2.0788291,.36878151,.89907289,2.0340779,.82664359,1.394897,.041919999,10.19407,13.4,11668.78,0,20.700001
33,89,17983,2.423986,3.942091,-2.080276,.62413579,1.249383,2.564425,.90974802,1.464105,.050919998,10.20949,12.6,13517.16,0,20
33,90,18002,2.468261,3.9472959,-1.93305,.93707299,1.601459,3.011425,1.046937,1.450547,.052080002,10.2187,14.3,11634.76,0,20.4
33,91,18047,2.455004,3.928637,-1.9486851,1.280877,1.971066,3.4322841,1.114939,1.438143,.071999997,10.20415,15.3,13133.36,0,19.6
33,92,18109,2.418328,3.858402,-2.022191,1.649112,2.333236,3.7919741,1.165081,1.201048,.085000001,10.22606,15.3,11664.06,0,18.799999
33,93,18197,2.3735459,3.8017149,-2.017489,2.0158889,2.7061689,4.1174598,1.226458,1.283165,.077,10.22243,16.4,11077.46,0,18.1
33,94,18169,2.26754,3.7148011,-2.198601,2.3831151,3.0756531,4.417613,1.2664779,1.282182,.068999998,10.2404,17,9815.7031,0,17.799999
33,95,18150.9,2.129642,3.615016,-2.4604671,2.7606609,3.44052,4.6880651,1.301237,1.237,.063000001,10.29287,16.5,8671.6748,0,17.9
33,96,18143.801,1.986032,3.53018,-2.596005,3.0956149,3.7706239,4.9163909,1.327878,1.461941,.061999999,10.3171,16.700001,7458.2178,0,17.6
33,97,18137,1.929479,3.472697,-2.8090279,3.43028,4.0785751,5.11659,1.346,1.4034899,.064000003,10.31777,16.5,7803.793,0,17.299999
34,85,6254,1.437374,3.611207,-2.487148,.0018226,.0194488,.077039599,.90381873,.8101368,.053920001,9.7817574,14.2,5807.7842,0,19.700001
34,86,6322,1.561419,3.6536281,-2.5076239,.0028266001,.028998001,.1115688,.93980491,.81818801,.053169999,9.8303633,14.3,5611.5562,0,20
34,87,6404,1.5783221,3.7309141,-2.512774,.0100913,.060675401,.1996979,.95159799,.84612209,.044670001,9.8545933,13.8,5252.728,0,20
34,88,6481,1.62012,3.782059,-2.5422189,.0196102,.1000657,.30567071,.92301393,.88369137,.036249999,9.8825531,12.6,5639.189,0,20.1
34,89,6565,1.699041,3.852633,-2.4196069,.044868801,.1702469,.46485749,.91927958,.91977179,.03517,9.8892889,12.2,6289.7759,0,20.299999
34,90,6653,1.826569,3.880434,-2.236151,.092533097,.26458579,.6505242,.92933547,.95852399,.041000001,9.9033413,13,5656.2822,0,20.9
34,91,6749,1.882831,3.955282,-2.1720591,.1652922,.38274539,.85347778,.98210597,.99430341,.057999998,9.8938532,14.5,5246.5732,0,20.200001
34,92,6836,1.919398,3.937007,-2.2465489,.26703891,.52271438,1.0763969,.99597549,1.019771,.059,9.9231043,15.7,4989.8018,0,20.700001
34,93,6945,1.915906,3.906615,-2.180094,.39055949,.67266178,1.2854021,1.0717781,1.157549,.048999999,9.9406633,14.4,4637.7612,0,20.9
34,94,7070,1.879454,3.9060559,-2.2146311,.52986032,.83841681,1.4943759,1.123826,1.103735,.044,9.9669323,14.2,4244.6279,0,20.799999
34,95,7185.3999,1.867573,3.911984,-2.3621359,.69191039,1.0128,1.690133,1.207418,1.122419,.043000001,10.02181,12.6,3833.301,1,20.5
34,96,7307.6602,1.773857,3.90166,-2.4685731,.85729349,1.190979,1.87046,1.408058,1.110271,.043000001,10.04514,12.2,3496.04,1,21.1
34,97,7425,1.803386,3.8886459,-2.4926131,1.03321,1.370482,2.0393231,1.435372,1.164283,.035999998,10.05129,11.4,3512.7051,1,21.299999
35,85,677,-.74311972,3.282232,-4.5717611,.00025770001,.0034029,.0153297,-.59516668,.65645272,.059829999,9.7935133,15.9,10176.03,1,23.1
35,86,669,-.65358162,3.2551601,-4.5598741,.0006351,.0072698998,.030192399,-.59074527,.66468078,.062919997,9.8046122,13.5,9796.4443,1,23
35,87,661,-.54833323,3.340169,-4.1911688,.0011913,.0126465,.049908299,-.61690611,.71678197,.05133,9.7899351,11.4,8524.1641,1,23.299999
35,88,655,-.51337337,3.296402,-3.9997289,.0024329999,.021002499,.078016303,-.55358261,.69541389,.04817,9.6920958,11.6,8328.6484,1,24.1
35,89,646,-.4377133,3.2394071,-5.0845051,.0065163998,.039375,.13009439,-.45876929,.66998011,.04225,9.786231,12.2,7578.9858,1,24.5
35,90,638,-.3013593,3.3506191,-4.8488998,.0142936,.068480201,.2057339,-.46938461,.69893527,.039999999,9.8413601,13.7,8090.6318,1,26.6
35,91,633,-.42219189,3.3094931,-4.50456,.030620201,.1120468,.30429351,-.38299221,.72629088,.041000001,9.8193769,14.5,8056.0278,1,26.1
35,92,634,-.1791719,3.3424599,-3.9671421,.061566401,.1731326,.4234409,-.36142549,.73643059,.048999999,9.8829813,11.9,7850.1982,1,25.4
35,93,635,-.19595741,3.3098531,-4.0557299,.1096538,.25159171,.55994862,-.3929258,.74388832,.043000001,9.8531046,11.2,7296.3501,1,25.6
35,94,638,-.2006707,3.278681,-6.4583378,.17445239,.3411386,.70076168,-.35330611,.74306148,.039000001,9.9164858,10.4,6844.4629,1,25.799999
35,95,641.54797,-.1431157,3.324024,-4.6721239,.25539711,.441268,.84081,-.1742041,.75100201,.033,9.8840332,12,6474.5381,1,25.5
35,96,642.85797,-.1725045,3.254122,-3.8268659,.34899089,.55018878,.97559297,-.053709101,.78816998,.030999999,9.9606361,11,5805.5439,1,26.6
35,97,641,-.13688,3.267354,-4.6712699,.4537276,.66273987,1.0972199,.1161013,.78329122,.025,9.9085445,13.6,6167.1919,1,26.4
36,85,10735,1.340063,3.6399169,-2.9640999,.0017190001,.0188764,.076282501,.5503937,.78056979,.088749997,9.9044762,12.8,8091.186,0,24.200001
36,86,10730,1.43938,3.6752429,-2.8922369,.0029112,.030389899,.1184668,.66451567,.78067851,.081330001,9.9381123,12.8,7656.4438,0,23.4
36,87,10760,1.440469,3.7288771,-2.8378711,.0087403003,.057604801,.19623031,.73882598,.81710351,.07,9.9430628,12.7,7326.1729,0,23.9
36,88,10799,1.515301,3.7427981,-2.915597,.0180624,.097613797,.3053861,.8121686,.80371708,.060249999,9.9685946,12.4,7591.2158,0,23.700001
36,89,10829,1.551733,3.7601171,-2.809938,.0415041,.16755269,.46939039,.89625621,.78939128,.055330001,9.9778709,10.6,6797.647,0,23.9
36,90,10866,1.619948,3.768091,-2.7966189,.085994199,.26391429,.66657382,1.036744,.77149081,.05658,9.977726,11.5,6801.8589,0,23.9
36,91,10940,1.725961,3.8001411,-2.637048,.1610969,.3967084,.90587378,1.074519,.75272101,.064000003,9.9623299,13.4,6702.0742,0,23.6
36,92,11021,1.659519,3.722728,-2.7227659,.266175,.54245973,1.133563,1.183957,.86054218,.071999997,9.9826889,12.4,6547.1289,0,23
36,93,11091,1.617699,3.6841569,-2.8110991,.40407029,.71306479,1.3703279,1.247682,.87704033,.064999998,9.9897213,13,6410.1538,0,23
36,94,11102,1.580562,3.682781,-2.8196149,.55949861,.88786149,1.582841,1.298643,.80611998,.055,10.03149,14.1,6313.8838,0,23
36,95,11155.5,1.573323,3.6689711,-2.9227581,.73228621,1.066256,1.768344,1.355794,.92092782,.048,10.08051,11.5,5843.4458,0,22.799999
36,96,11187,1.454277,3.6943481,-3.034652,.91070098,1.248162,1.939181,1.387527,.78121573,.048999999,10.09726,12.7,5254.6538,0,23.299999
36,97,11186,1.471139,3.7084849,-3.0628369,1.093084,1.426052,2.083951,1.417662,.96627343,.046,10.09318,11,5129.3472,0,23
37,85,3271,1.448949,3.9217579,-2.555517,.00077679998,.0087968996,.036284398,.87364107,.93867981,.071670003,9.8161297,16,6850.207,0,18.1
37,86,3253,1.489246,4.0372152,-2.4926219,.0014603999,.01546,.060889602,.93476772,.94847882,.082079999,9.8019218,14.7,6467.5562,0,18.299999
37,87,3210,1.448494,4.045917,-2.576858,.0028160999,.024665499,.091954097,1.0933729,.95447052,.073579997,9.7798052,17,6358.5649,0,18.200001
37,88,3167,1.4989769,3.972333,-2.5674789,.0080757001,.0474739,.15446059,1.099546,.91579223,.067079999,9.8014698,17.299999,7677.9731,0,18.299999
37,89,3150,1.6155781,3.9374621,-2.70805,.0171696,.080973901,.2398566,1.193626,.87444198,.056000002,9.8182058,14.7,7071.1162,0,18.4
37,90,3150,1.6987849,3.9208031,-2.5217681,.036550701,.1302699,.3476347,1.304292,.89537507,.056000002,9.828145,15.6,6730.2598,0,19.700001
37,91,3168,1.766452,3.9310889,-2.622777,.0749515,.204105,.48806179,1.377926,.91068769,.067000002,9.8226833,17,6769.771,0,19.700001
37,92,3205,1.83127,3.875216,-2.7253599,.1311406,.29220581,.63634533,1.469682,1.109704,.057,9.8441906,18.4,6547.1289,0,19.9
37,93,3231,1.848218,3.8414769,-2.4710751,.2066461,.39047009,.78203702,1.562618,1.056554,.059999999,9.8481712,19.9,6410.1538,0,20
37,94,3258,1.874066,3.895622,-2.668334,.29997209,.4979468,.92154479,1.6479321,1.015056,.057999998,9.861187,16.700001,6499.5869,0,20.4
37,95,3265.55,1.8971061,3.902272,-2.0997181,.401847,.6094057,1.047175,1.630155,1.029685,.046999998,9.8983765,17.1,5843.4458,1,20
37,96,3289.6299,1.79035,3.9265709,-2.69136,.51190472,.7204659,1.158428,1.7152981,1.105566,.041000001,9.9188061,16.6,5254.6538,1,19.9
37,97,3317,1.721948,3.898962,-2.673094,.62350702,.83218819,1.260673,1.7843961,1.078149,.041000001,9.9199924,13.7,5129.3472,1,20.1
38,85,2673,1.711899,4.1289248,-3.0626431,.0027030001,.028517401,.1120385,.45982829,.80411619,.088169999,9.8651915,11.9,8686.8555,0,22.1
38,86,2684,1.709344,4.184351,-2.71328,.0041585998,.0420679,.1601017,.4929336,.78289831,.084749997,9.8952618,12.3,8274.667,0,22.5
38,87,2701,1.694021,4.1719518,-2.870939,.0158918,.089383401,.28466639,.57503808,.79406422,.061999999,9.9042692,14.2,7833.0151,0,22.6
38,88,2741,1.69699,4.1763778,-2.9816041,.029093901,.1427259,.4254179,.70327711,.8113004,.058249999,9.9260254,10.4,9239.5947,0,22.6
38,89,2791,1.656332,4.043252,-3.036315,.069125302,.2463132,.6486733,.78193551,.81960791,.056919999,9.9560156,11.2,7891.521,0,22.5
38,90,2858,1.617453,3.933985,-3.2757461,.13827249,.37021989,.87593287,.79102719,.80546123,.05508,9.9581327,9.1999998,8019.0342,1,23.4
38,91,2919,1.6230479,3.961612,-3.0886469,.24519929,.53347212,1.138146,.82044858,.78565419,.059999999,9.9503698,13.5,8563.7598,1,22.700001
38,92,2972,1.631336,3.9739931,-3.062516,.3825483,.6954841,1.36392,.83563119,.73655581,.075000003,9.9714899,11.3,8708.3174,1,22.9
38,93,3032,1.6156189,3.9631851,-3.075335,.54712588,.87990159,1.592573,.79525542,.7341845,.071999997,9.980442,11.8,8241.626,1,22.200001
38,94,3086,1.649892,4.0562549,-3.0239961,.71455628,1.058038,1.78274,.77131069,.70885432,.054000001,10.0114,11.8,7905.6211,1,22.200001
38,95,3141.4199,1.6530941,4.1011109,-3.1926179,.90388978,1.243269,1.953097,.8098495,.76201051,.048,10.05334,11.2,7432.8638,1,22
38,96,3195.0901,1.5355099,4.016201,-3.2095571,1.082541,1.428118,2.1132281,.92041391,.76219708,.059,10.08385,11.8,5784.356,1,22.299999
38,97,3243,1.491562,4.0648041,-3.5303769,1.2699879,1.6076109,2.252425,.99721593,.80339801,.057999998,10.08255,11.6,5847.855,1,21.799999
39,85,11771,1.2040581,3.3051419,-3.0634761,.0024758,.0262428,.1034533,.095425598,.86086839,.080169998,9.9447384,10.5,11963.04,0,24.9
39,86,11783,1.285877,3.3206971,-2.8836901,.0037735,.038694099,.14881881,.1818825,.86295199,.068329997,9.9871082,10.1,11365.78,0,25.200001
39,87,11811,1.317134,3.3405399,-2.9121981,.0135976,.080619298,.26342249,.2523323,.88821638,.05658,10.00093,10.6,11242.68,0,25.1
39,88,11846,1.3015521,3.352493,-2.887506,.026774099,.1341857,.405204,.31881541,.84225959,.050919998,10.02141,10.3,10280.68,0,25.299999
39,89,11866,1.345924,3.409667,-2.7573669,.0600067,.22379,.60426348,.41186029,.79373097,.045000002,10.04745,10.4,10274.6,1,24.6
39,90,11895,1.459875,3.4149871,-2.6980131,.1246799,.3477743,.8406195,.54469681,.81519097,.053830002,10.05147,11,9594.2002,1,25.799999
39,91,11949,1.505072,3.437746,-2.75772,.2220061,.50165182,1.097383,.62761623,.83537328,.068999998,10.04936,11,9646.9238,1,24.6
39,92,11995,1.452733,3.3908761,-2.777519,.3535921,.67294508,1.354661,.67149001,.79815608,.075000003,10.06763,11.7,9312.1787,1,23.5
39,93,12048,1.4290071,3.3512809,-2.6836979,.51460779,.8586188,1.595661,.73302501,.76832348,.07,10.06874,13.2,8389.3252,1,23.700001
39,94,12052,1.450894,3.3482111,-2.828908,.68946469,1.053635,1.815927,.77092707,.7348851,.061999999,10.09234,12.5,7428.1001,1,23.4
39,95,12044.8,1.4546191,3.3824241,-2.7696691,.8860411,1.249383,2.004159,.85370177,.75710469,.059,10.13072,12.2,6942.0142,1,22.4
39,96,12038,1.465863,3.389286,-2.8649471,1.0814641,1.4436491,2.168983,.98983562,.72555351,.052999999,10.15595,11.6,6165.7432,1,22.4
39,97,12020,1.486358,3.39765,-2.836129,1.2771291,1.629931,2.308002,1.053962,.70216042,.052000001,10.15234,11.2,6147.2329,1,22.1
40,85,969,1.241942,3.777884,-3.3209169,.0019490001,.021097699,.0844189,-.076669998,.97247839,.050080001,9.9552393,9,10920.62,0,25.700001
40,86,977,1.208364,3.819387,-3.3581259,.0031383999,.0324203,.12539241,-.0062111998,.96286702,.041329999,10.00257,9.1000004,10890.22,0,26
40,87,990,1.276152,3.8930149,-3.3423569,.0084845005,.058481298,.2016795,.0302442,1.0142961,.03875,10.02757,8.1000004,10275.07,0,25.6
40,88,996,1.376964,3.8718071,-3.1901751,.020684499,.1085977,.3362301,.0010096,1.0274529,.030579999,10.0653,9.8000002,9884.168,0,25.299999
40,89,1001,1.326606,3.8779221,-3.0169339,.043496899,.180259,.51054567,.1686746,1.0471081,.039999999,10.08002,6.6999998,9493.2656,0,24.799999
40,90,1004,1.462499,3.8955131,-3.0405459,.093663201,.29161429,.74267942,.38358241,1.089413,.067829996,10.05992,7.5,8627.6211,0,24
40,91,1004,1.530291,3.823714,-3.3008289,.1753787,.43220529,.99851549,.45722309,1.131595,.085000001,10.03951,10.4,9105.3428,0,24.299999
40,92,1001,1.376506,3.7377169,-3.3252361,.28982541,.5964967,1.2656471,.55505222,1.022408,.089000002,10.0497,12,8803.6641,0,22.799999
40,93,1000,1.390535,3.712913,-3.244194,.4361586,.7817471,1.542753,.53549391,1.006958,.077,10.06695,11.2,8418.8652,0,22.299999
40,94,997,1.323159,3.6226139,-3.191179,.6034202,.98732328,1.82559,.54174268,1.007593,.071000002,10.08022,10.3,7879.0918,0,22.6
40,95,989.203,1.303663,3.65834,-3.4003921,.79251379,1.213611,2.114799,1.074246,1.065299,.07,10.13503,10.6,7596.48,0,22.200001
40,96,987.85797,1.246815,3.5984809,-3.6766629,1.0074199,1.4613219,2.408819,1.076256,1.073495,.050999999,10.14552,11,7309.9009,0,21.700001
40,97,987,1.204581,3.5028119,-3.6757939,1.236953,1.720234,2.690834,1.197312,1.070354,.052999999,10.15322,12.7,6566.3628,0,22.9
41,85,3303,1.855437,3.7531619,-2.3855591,.00083670003,.0089726001,.0356679,1.046225,.76960999,.068580002,9.6976843,15.2,3871.856,0,22.1
41,86,3343,1.919409,3.808768,-2.4413011,.0014062,.0145009,.056012802,1.098511,.81082928,.062169999,9.7297287,17.299999,3614.2219,0,22.9
41,87,3381,1.9074039,3.818918,-2.3638749,.0039626998,.0272872,.0953824,1.193025,.83513057,.055920001,9.7545767,15.6,3732.2009,0,23.5
41,88,3412,2.02652,3.8674569,-2.351229,.0093117002,.0503393,.15937661,1.255168,.88272572,.045669999,9.7925787,15.5,3773.9189,0,24
41,89,3457,2.1121659,3.8881481,-2.3798349,.0203461,.086082503,.247614,1.330084,.92921972,.047169998,9.7964678,17,3476.957,0,24
41,90,3501,2.274781,3.9215691,-2.1946571,.0415367,.1327295,.34660661,1.454766,.94856721,.046999998,9.8276386,16.200001,3150.335,0,25.6
41,91,3561,2.2744191,3.9522531,-2.181345,.079498298,.20161951,.47721329,1.532456,.96734983,.061999999,9.8106251,16.4,2911.002,0,23.799999
41,92,3603,2.245446,3.90169,-2.2679441,.1319869,.2848241,.62496668,1.575333,.9444772,.061999999,9.8254433,18.9,2701.4851,0,23.799999
41,93,3643,2.325676,3.8877339,-2.2683179,.199218,.3796131,.77733302,1.586814,.82784009,.075000003,9.834693,18.700001,2599.509,0,24.200001
41,94,3664,2.3325889,3.9060769,-2.339843,.28422859,.49102449,.93661642,1.5917701,.98568982,.063000001,9.8676138,13.8,2520.248,0,24.700001
41,95,3699.9399,2.277061,3.9209499,-2.539319,.38749951,.61729681,1.097333,1.645831,1.007822,.050999999,9.909873,19.9,2500.9951,0,24.9
41,96,3738.97,2.288723,3.9438059,-2.421432,.50549978,.75205803,1.2559479,1.667773,1.074003,.059999999,9.9266539,13,2415.446,1,25.4
41,97,3760,2.29283,3.940352,-2.4827809,.63450593,.88530803,1.391001,1.698976,1.069034,.045000002,9.9360113,13.1,2474.8601,1,25.6
42,85,698,.32597941,3.2347939,-3.9832699,.0014062,.0143506,.054991499,.26004389,.73322278,.052499998,9.719058,17.299999,9083.9707,1,20.9
42,86,696,.23797549,3.271817,-3.213145,.0019129,.018967301,.071039997,.39586809,.74887192,.048670001,9.7537327,17,7608.8892,1,21.200001
42,87,696,.1987095,3.2604151,-3.9804001,.0088135004,.045064699,.1367019,.41119581,.78439999,.042330001,9.7795067,15.2,7740.8618,1,21.5
42,88,698,.152512,3.2297621,-3.4571769,.0154507,.0700249,.19942971,.48727459,.79872322,.039080001,9.7653551,14.2,7851.4858,1,21
42,89,697,.32947919,3.264039,-4.3495612,.0356142,.1160956,.29031229,.3793388,.80997467,.041579999,9.8142815,13.2,7891.521,1,21.6
42,90,697,.48583889,3.311496,-3.907728,.072262801,.1736888,.385443,.58890188,.84277862,.036169998,9.8617363,13.3,7303.0479,1,23.4
42,91,702,.6014629,3.3676889,-4.0690269,.1210351,.2365794,.4716782,.65438539,.87319452,.034000002,9.8698616,14,6871.3169,1,23.5
42,92,708,.66956621,3.3379891,-5.1761498,.1811236,.29838201,.54752862,.67154813,.69029409,.030999999,9.8960752,14.8,6515.3472,1,23.6
42,93,715,.73424888,3.31411,-3.3942289,.24587201,.35939261,.60707438,.74207193,.64096141,.035,9.9023857,14.2,6026.1362,1,23.5
42,94,721,.82242203,3.358505,-4.2780542,.30376241,.41631931,.65131158,.77566129,.47697231,.033,9.9720716,14.5,5518.0171,1,24.299999
42,95,728.25098,.73120397,3.352015,-4.0256958,.37013251,.47546139,.6961183,.86243922,.75434268,.028999999,9.924325,14.5,5095.4849,1,23.700001
42,96,730.69897,.5738076,3.331394,-4.3967772,.42447871,.53268152,.74092841,.94358259,.81241542,.032000002,9.9879084,11.8,4513.0688,1,24.299999
42,97,738,.68019098,3.4169271,-4.3013592,.47961459,.5891993,.78759652,1.0384001,.83314258,.030999999,9.9555626,16.5,4810.0098,1,24.1
43,85,4715,1.566847,3.618752,-2.397047,.0015801,.0175028,.0711459,.63018632,.79383498,.079999998,9.7570047,18.1,5460.3101,0,19.799999
43,86,4739,1.69915,3.7009449,-2.2469749,.0027705,.0293839,.1158847,.4975889,.75891107,.080329999,9.8143263,18.299999,4993.333,0,20.9
43,87,4783,1.689175,3.736325,-2.3769989,.0063252999,.0487177,.1746331,.61801612,.82760131,.066079997,9.8423405,16.9,4791.9619,0,21
43,88,4822,1.6927609,3.692848,-2.3475461,.016710401,.092709102,.2926552,.65944749,.87932038,.057750002,9.8646994,18,4511.3521,0,21.5
43,89,4854,1.720395,3.697566,-2.4544721,.034230798,.15051401,.43404201,.72438377,.92865688,.05125,9.8788528,18.4,4141.0952,0,21.1
43,90,4892,1.899713,3.7767291,-2.2589869,.074743897,.2451719,.63146907,.78387707,.90109551,.052170001,9.8795033,16.9,3794.7209,0,21.9
43,91,4952,1.9824769,3.837662,-2.2030981,.1477223,.38071689,.88420242,.75305009,.87190223,.066,9.8746862,15.5,3520.281,0,21.4
43,92,5025,2.0095689,3.781626,-2.268352,.2470405,.52209222,1.10387,.8402921,1.050912,.064000003,9.9114437,17,3368.9109,0,21.700001
43,93,5099,2.035722,3.8008139,-2.28105,.38654071,.69445252,1.343236,.85781801,1.066939,.057,9.925889,19.6,3249.387,0,21.6
43,94,5175,2.01213,3.7777879,-2.373651,.54510617,.86372042,1.537191,.92227399,1.020246,.048,9.9606895,14.6,3024.2981,1,21.5
43,95,5241.1699,2.0459671,3.8295591,-2.241735,.71156943,1.032825,1.702625,1.023458,1.026093,.052000001,10.02626,15.5,2641.238,1,21.4
43,96,5313.5801,2.0475659,3.8460989,-2.35743,.89009392,1.2028379,1.854635,1.065146,1.048501,.052000001,10.0345,15.9,2288.3169,1,21.5
43,97,5368,2.066433,3.854845,-2.351841,1.0582269,1.367542,1.977687,1.078671,1.120102,.054000001,10.03078,14.3,2255.3159,1,21.299999
44,85,16273,1.710636,4.103404,-2.0324471,.00141,.0154008,.062010098,.82926011,.85317981,.070079997,9.9280357,15.9,5907.062,0,29.1
44,86,16561,1.892748,4.219285,-1.992571,.0023407,.024397001,.094994903,.83568662,.87623149,.088830002,9.8984003,17.299999,5516.4438,0,29
44,87,16622,1.852344,4.27145,-2.138293,.0067198998,.045833498,.1583183,.84449041,.8960523,.084420003,9.8891201,17.6,5252.728,0,27.5
44,88,16667,1.882485,4.3060999,-2.109344,.0149867,.081018902,.25456321,.84823418,.92751378,.073080003,9.9052229,18,4728.2432,0,27.5
44,89,16807,1.895712,4.2970119,-2.1142521,.0329559,.1368603,.38884911,.88631451,.96494663,.067249998,9.9191084,17.1,4219.229,0,27.6
44,90,17060,2.0257311,4.2534661,-1.965862,.069594704,.2183232,.55846852,.96289402,.97462589,.061670002,9.9306412,15.9,3866.3201,0,29
44,91,17352,2.1281371,4.245316,-1.878394,.1303432,.32538089,.75285012,1.076126,.98334658,.066,9.9306669,17.5,3554.1299,0,27.700001
44,92,17683,2.085819,4.1338911,-2.0665741,.21759211,.4532752,.96172059,1.091305,1.191587,.075000003,9.9572639,17.799999,3432.4751,0,28.5
44,93,18031,2.030942,4.039001,-2.128021,.3303543,.59703439,1.17098,1.229494,1.217532,.07,9.9642467,17.4,3190.3069,0,28.1
44,94,18378,1.955133,3.9446621,-2.207067,.4622961,.75382459,1.373395,1.358215,1.248324,.064000003,9.9740763,19.1,2865.124,0,28.299999
44,95,18679.699,1.895285,3.9184771,-2.4009359,.6132763,.91997331,1.56248,1.861181,1.271323,.059999999,10.03184,17.4,2547.7419,1,27.1
44,96,19006.199,1.86961,3.931221,-2.554754,.77497751,1.087888,1.728305,1.922763,1.2737859,.056000002,10.05282,16.6,2224.752,1,27.1
44,97,19439,1.795969,3.8873169,-2.684361,.94277048,1.2549,1.874207,1.940932,1.2760479,.054000001,10.0708,16.700001,2095.6479,1,27
45,85,1643,.98462611,3.9231839,-3.4922559,.0003166,.0035463001,.0145224,-.084212899,.72410572,.059250001,9.6977673,10.9,7892.6289,0,13.8
45,86,1663,.98225641,3.954684,-3.4460869,.00056279998,.0059222998,.023221901,-.0122476,.72342068,.059670001,9.7155733,12.6,8845.333,0,13.7
45,87,1678,.8333236,3.988101,-3.418025,.00099830003,.0090039,.033530399,.048131399,.76057541,.063419998,9.7198858,10.2,8892.7754,0,13
45,88,1689,.8892864,3.978148,-3.581744,.0032734,.0185377,.059310399,.0905312,.78408659,.048829999,9.7291555,9.8000002,8328.6484,0,12.8
45,89,1706,.95130932,3.9938891,-3.6352439,.0064546,.030531799,.090496399,.1406111,.80902058,.046829998,9.7460203,8.1999998,8360.3242,0,12.7
45,90,1732,1.038324,3.979228,-3.5057881,.014415,.050742701,.1344085,.3278943,.80662239,.043079998,9.7551594,8.1999998,8126.4312,0,12.7
45,91,1767,1.055437,3.975904,-3.525795,.0291564,.078245103,.1864661,.35655949,.79905611,.048999999,9.7621841,12.9,8022.1782,0,13.2
45,92,1811,1.067582,3.9841461,-3.51265,.050365102,.1102689,.2389193,.3881495,.77670991,.048999999,9.7833872,9.3000002,8231.584,0,13
45,93,1860,1.102012,3.89921,-3.4678891,.079153799,.1474795,.29537311,.39454621,.80705738,.039000001,9.7937174,10.7,7828.0679,0,21.9
45,94,1908,1.113525,3.91131,-3.5284591,.1131704,.1876775,.35009441,.43408391,.8220982,.037,9.8366289,8,7481.1572,0,12.9
45,95,1976.77,1.177173,4.0407491,-3.2584879,.14964759,.2298927,.40137851,.46744531,.82204908,.035999998,9.872345,8.3999996,7339.3682,1,12.8
45,96,2022.25,1.188598,4.0238738,-3.468833,.1920523,.27564171,.45280239,.55632812,.90142232,.035,9.9047661,7.6999998,6525.9409,1,13.2
45,97,2059,1.206107,4.036263,-3.717953,.234833,.3224892,.50127852,.66671461,.92718279,.030999999,9.9155798,8.8999996,6805.8652,1,13
46,85,530,.39915591,3.63116,-3.3825049,.0027562,.0291434,.114682,-.33230641,.73404509,.046920002,9.8485041,9.1999998,9927.835,1,26.6
46,86,534,.41292781,3.6578801,-3.8825009,.0040996,.041680198,.1592495,-.17930719,.74552482,.048,9.9077749,11,11032.89,1,27.6
46,87,540,.3258338,3.7366991,-3.583519,.015443,.089609802,.2896308,-.1958964,.75487268,.037420001,9.935688,9.3000002,10781.92,1,27.799999
46,88,550,.36337969,3.723983,-3.9120231,.029591201,.1464327,.44000551,-.067010701,.79433233,.02675,9.9602709,8.1000004,10801.22,1,27
46,89,558,.29970631,3.6937511,-3.9264641,.0672656,.2467718,.66142899,.0054397001,.82417542,.035829999,9.9920559,8,10079.27,1,26
46,90,564,.2386259,3.738724,-3.7701049,.1394898,.38408959,.92380607,.1149914,.80293339,.048579998,9.9729328,10.9,9343.6064,1,26.1
46,91,568,.15314411,3.645891,-3.8572149,.24387109,.54269469,1.18177,.188508,.78539008,.064000003,9.9512835,12.6,8766.8535,1,25
46,92,571,.088761203,3.4949141,-3.862483,.38927841,.73266548,1.470618,.25502431,.71921289,.066,9.9767723,10.4,8517.624,1,23.9
46,93,576,.13309731,3.652776,-3.3115849,.55908757,.9267906,1.724265,.4153403,.7105087,.054000001,9.9796867,10,8655.1846,1,23.700001
46,94,580,-.031526301,3.451082,-4.571269,.74200642,1.136971,1.971366,.43847889,.68617851,.046999998,9.9939384,7.5999999,8515.7861,1,23.299999
46,95,582.82703,.1716955,3.50488,-3.8029411,.95468408,1.357996,2.2049761,.80786037,.68622673,.041999999,10.04172,10.3,7947.0869,1,22.799999
46,96,586.35199,.1969627,3.365459,-3.9760251,1.164976,1.58125,2.4157779,.60939091,.75739259,.046,10.06101,12.6,8411.6826,1,23.299999
46,97,589,.1797716,3.2989759,-4.181201,1.384371,1.801054,2.607811,.65161812,.63639158,.039999999,10.0434,9.3000002,8422.5078,1,2.5
